,app_name,publisher,discount_price,early_access,genres,id,metascore,price,developer,release_date,reviews_url,sentiment,tags,title,url
40689,Mr. DRILLER DrillLand,BANDAI NAMCO Entertainment,424.75,0,Casual,1126750.0,76.0,1699.0,"INFINITY Co., Ltd.BANDAI NAMCO Entertainment",24 Jun 2020,http://steamcommunity.com/app/1126750/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Casual,Action,Puzzle,Arcade,Multiplayer,Singleplayer,4 Player Local,Local Multiplayer,2D,Cartoony,Colorful,Old School",Mr. DRILLER DrillLand,https://store.steampowered.com/app/1126750/Mr_DRILLER_DrillLand/
40715,The Almost Gone,"Playdigious, XD",0.0,0,"Adventure,Indie",1115780.0,67.0,0.0,"Happy VolcanoPlaydigious, XD",25 Jun 2020,http://steamcommunity.com/app/1115780/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Puzzle,Point & Click,Adventure,Mystery,Beautiful,Story Rich,Indie,Atmospheric,Singleplayer,Minimalist,Emotional,Isometric,Stylized,Female Protagonist,Colorful,Surreal,Investigation,Dark,Exploration,3D",The Almost Gone,https://store.steampowered.com/app/1115780/The_Almost_Gone/
40973,Crossroads Inn Anniversary Edition,Klabater,44.99,0,"Adventure,Casual,RPG,Simulation,Strategy",867290.0,59.0,44.99,KlabaterKlabater,23 Oct 2019,http://steamcommunity.com/app/867290/reviews/?browsefilter=mostrecent&p=1,Mixed,"Sexual Content,Simulation,Nudity,RPG,Strategy,Management,Casual,Adventure,Building,Strategy RPG,Fantasy,Medieval,Isometric,Singleplayer,Sandbox,Resource Management,Story Rich,Violent,Indie,Realistic",Crossroads Inn Anniversary Edition,https://store.steampowered.com/app/867290/Crossroads_Inn_Anniversary_Edition/
41150,DEATH STRANDING,505 Games,129.99,0,"Action,Adventure",1190460.0,86.0,129.99,KOJIMA PRODUCTIONS505 Games,505 GamesFranchise:505 Games Official 14 Jul 2020,http://steamcommunity.com/app/1190460/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Walking Simulator,Open World,Story Rich,Great Soundtrack,Atmospheric,Post-apocalyptic,Cinematic,Inventory Management,Sci-fi,Third Person,Exploration,Adventure,Singleplayer,Lore-Rich,Surreal,Stealth,Psychological Horror,Action,Dark,Survival",DEATH STRANDING,https://store.steampowered.com/app/1190460/DEATH_STRANDING/
41202,REZ PLZ,Graffiti Games,44.99,0,"Action,Adventure,Indie",911680.0,75.0,179.99,Long Neck GamesGraffiti Games,15 Jul 2020,http://steamcommunity.com/app/911680/reviews/?browsefilter=mostrecent&p=1,Positive,"Side Scroller,Puzzle Platformer,Difficult,Platformer,Action-Adventure,2D,Dark Comedy,Story Rich,Action,Puzzle,Pixel Graphics,Fantasy,Magic,Comedy,Adventure,Co-op,Dark,Local Co-Op,Local Multiplayer,Multiplayer",REZ PLZ,https://store.steampowered.com/app/911680/REZ_PLZ/
41232,SUPERHOT: MIND CONTROL DELETE,SUPERHOT Team,199.6,0,"Action,Indie",690040.0,78.0,499.0,SUPERHOT TeamSUPERHOT Team,16 Jul 2020,http://steamcommunity.com/app/690040/reviews/?browsefilter=mostrecent&p=1,Very Positive,"FPS,Time Manipulation,Bullet Time,Shooter,Action Roguelike,Action,Experimental,Difficult,Minimalist,Puzzle,Stylized,First-Person,Dystopian,Atmospheric,Cyberpunk,Beautiful,Cinematic,Singleplayer,Transhumanism,Old School",SUPERHOT: MIND CONTROL DELETE,https://store.steampowered.com/app/690040/SUPERHOT_MIND_CONTROL_DELETE/
41353,Rock of Ages 3: Make & Break,"Modus Games, 3goo",82.49,0,"Action,Indie,Racing,Strategy",1101360.0,72.0,329.99,"ACE Team, Giant Monkey RobotModus Games, 3goo",3gooFranchise:Rock of Ages 21 Jul 2020,http://steamcommunity.com/app/1101360/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Strategy,Action,Indie,Racing,Comedy,Funny,Destruction,Multiplayer,Adventure,Casual,Puzzle,Turn-Based Strategy,Arcade,Third Person,Cartoony,Surreal,Building,PvP,Tower Defense,Level Editor",Rock of Ages 3: Make &amp; Break,https://store.steampowered.com/app/1101360/Rock_of_Ages_3_Make__Break/
41361,STAR WARS™: The Old Republic™,Electronic Arts,0.0,0,"Free to Play,Massively Multiplayer,RPG",1286830.0,85.0,0.0,BioWareElectronic Arts,20 Dec 2011,http://steamcommunity.com/app/1286830/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Free to Play,Character Customization,MMORPG,Multiplayer,Open World,RPG,Massively Multiplayer,Story Rich,Sci-fi,Choices Matter,Adventure,Action,Space,Third Person,PvP,Atmospheric,Action RPG,Party-Based RPG,Great Soundtrack,CRPG",STAR WARS™: The Old Republic™,https://store.steampowered.com/app/1286830/STAR_WARS_The_Old_Republic/
41376,Panzer Paladin,Tribute Games Inc.,224.99,0,Action,975510.0,76.0,224.99,Tribute Games Inc.Tribute Games Inc.,21 Jul 2020,http://steamcommunity.com/app/975510/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"2D Platformer,Mechs,Retro,Action,Pixel Graphics,Swordplay,Platformer,Hack and Slash,2D,Anime,Old School,Colorful,Demons,Mythology,Singleplayer,Robots,Arcade,1980s,Female Protagonist,Side Scroller",Panzer Paladin,https://store.steampowered.com/app/975510/Panzer_Paladin/
41405,Necrobarista,"Route 59, Coconut Island Games, PLAYISM",129.99,0,Indie,725270.0,81.0,129.99,"Route 59Route 59, Coconut Island Games, PLAYISM",59Publisher:Route 59 Coconut Island Games PLAYISM 22 Jul 2020,http://steamcommunity.com/app/725270/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Visual Novel,Story Rich,Indie,Supernatural,Female Protagonist,Anime,Atmospheric,Beautiful,3D,Stylized,Great Soundtrack,Cute,Casual,Exploration,Comedy,Drama,First-Person,Singleplayer,Episodic",Necrobarista,https://store.steampowered.com/app/725270/Necrobarista/
41414,Röki,"United Label, CI Games",15.99,0,"Adventure,Indie",1067540.0,76.0,15.99,"Polygon TreehouseUnited Label, CI Games",23 Jul 2020,http://steamcommunity.com/app/1067540/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Adventure,Story Rich,Puzzle,Atmospheric,Singleplayer,Emotional,Casual,Third Person,Fantasy,Female Protagonist,Colorful,Mythology,Nature,Indie,Pixel Graphics,Exploration,Narration,Beautiful,Great Soundtrack,Snow",Röki,https://store.steampowered.com/app/1067540/Rki/
41431,CARRION,Devolver Digital,155.98,0,"Action,Adventure,Indie",953490.0,75.0,155.98,Phobia Game StudioDevolver Digital,23 Jul 2020,http://steamcommunity.com/app/953490/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Villain Protagonist,Pixel Graphics,Gore,Action,Indie,Adventure,Horror,Violent,Metroidvania,2D,Singleplayer,Blood,Puzzle,Physics,Lovecraftian,Sci-fi,Mature,Platformer,Great Soundtrack,Atmospheric",CARRION,https://store.steampowered.com/app/953490/CARRION/
41512,Othercide,Focus Home Interactive,668.98,0,"Indie,Strategy",798490.0,78.0,668.98,Lightbulb CrewFocus Home Interactive,27 Jul 2020,http://steamcommunity.com/app/798490/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Strategy,Indie,Turn-Based Tactics,Turn-Based Combat,Roguelite,Female Protagonist,Dark Fantasy,Turn-Based,Tactical,Dark,Horror,Roguelike,Turn-Based Strategy,Gothic,Difficult,Singleplayer,Unforgiving,Atmospheric,Great Soundtrack,Perma Death",Othercide,https://store.steampowered.com/app/798490/Othercide/
41524,Ageless,Team17 Digital Ltd,57.49,0,"Adventure,Indie",1210150.0,72.0,57.49,One More Dream StudiosTeam17 Digital Ltd,17 Digital LtdFranchise:Team17 Digital 28 Jul 2020,http://steamcommunity.com/app/1210150/reviews/?browsefilter=mostrecent&p=1,Mixed,"Indie,Adventure,Female Protagonist,Platformer,Puzzle Platformer,Pixel Graphics,Singleplayer,Story Rich,2D Platformer,Controller,Side Scroller,Precision Platformer,2D,Difficult",Ageless,https://store.steampowered.com/app/1210150/Ageless/
41526,Skater XL - The Ultimate Skateboarding Game,Easy Day Studios Pty Ltd,351.99,0,"Action,Indie,Simulation,Sports",962730.0,56.0,439.99,Easy Day Studios Pty LtdEasy Day Studios Pty Ltd,28 Jul 2020,http://steamcommunity.com/app/962730/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Skating,Skateboarding,Sports,Sandbox,Moddable,Mod,Simulation,Physics,Singleplayer,Controller,Action,Adventure,Realistic,Open World,Character Customization,Snowboarding,Indie,Soundtrack,Multiplayer,Early Access",Skater XL - The Ultimate Skateboarding Game,https://store.steampowered.com/app/962730/Skater_XL__The_Ultimate_Skateboarding_Game/
41570,Fight Crab,PLAYISM,90.99,0,"Action,Indie,Sports",1213750.0,60.0,90.99,Calappa GamesPLAYISM,29 Jul 2020,http://steamcommunity.com/app/1213750/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Spectacle fighter,Sports,PvP,Competitive,3D Fighter,eSports,3D,Split Screen,Funny,Surreal,Action,Realistic,Comedy,Physics,Memes,Combat,Local Co-Op,Co-op,Online Co-Op,Multiplayer",Fight Crab,https://store.steampowered.com/app/1213750/Fight_Crab/
41604,Into A Dream,Filipe F. Thomaz,149.99,0,"Adventure,Casual,Indie",1238360.0,55.0,149.99,Filipe F. ThomazFilipe F. Thomaz,30 Jul 2020,http://steamcommunity.com/app/1238360/reviews/?browsefilter=mostrecent&p=1,Positive,"Adventure,Indie,Lore-Rich,Story Rich,Great Soundtrack,Atmospheric,Emotional,Walking Simulator,Beautiful,2D,Exploration,Psychological,Narration,Singleplayer,Side Scroller,Third Person,Colorful,Stylized,Dynamic Narration,Puzzle Platformer",Into A Dream,https://store.steampowered.com/app/1238360/Into_A_Dream/
41742,Fall Guys: Ultimate Knockout,Unknown,720.0,0,"Action,Casual,Indie,Massively Multiplayer,Sports",1097150.0,80.0,720.0,Unknown,3 Aug 2020,http://steamcommunity.com/app/1097150/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Multiplayer,Party Game,Battle Royale,Family Friendly,Massively Multiplayer,Platformer,PvP,Funny,Cute,3D Platformer,Controller,Casual,Action,Colorful,Co-op,Online Co-Op,Comedy,Physics,Indie,Difficult",Fall Guys: Ultimate Knockout,https://store.steampowered.com/app/1097150/Fall_Guys_Ultimate_Knockout/
41755,SPITLINGS,HandyGames,0.0,0,"Action,Indie",1002000.0,73.0,0.0,Massive MiniteamHandyGames,4 Aug 2020,http://steamcommunity.com/app/1002000/reviews/?browsefilter=mostrecent&p=1,Positive,"Unforgiving,Platformer,Arcade,Action,2D,Cute,Funny,Controller,Casual,Colorful,Family Friendly,4 Player Local,Co-op,Local Co-Op,Local Multiplayer,Multiplayer,Online Co-Op,Singleplayer,Co-op Campaign,Party",SPITLINGS,https://store.steampowered.com/app/1002000/SPITLINGS/
41853,There Is No Game: Wrong Dimension,Draw Me A Pixel,159.99,0,"Adventure,Casual,Indie",1240210.0,89.0,159.99,Draw Me A PixelDraw Me A Pixel,6 Aug 2020,http://steamcommunity.com/app/1240210/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Adventure,Indie,Casual,Point & Click,Comedy,Pixel Graphics,Funny,Story Rich,Singleplayer,2D,Puzzle,Narration,Parody,Romance,Interactive Fiction,Great Soundtrack,Simulation,Remake,RPG,Action",There Is No Game: Wrong Dimension,https://store.steampowered.com/app/1240210/There_Is_No_Game_Wrong_Dimension/
41913,Company of Crime,1C Entertainment,27.43,0,"Action,Indie,RPG,Strategy",1229420.0,66.0,27.43,Resistance Games1C Entertainment,1C EntertainmentFranchise:1C 7 Aug 2020,http://steamcommunity.com/app/1229420/reviews/?browsefilter=mostrecent&p=1,Mixed,"Singleplayer,RPG,Turn-Based,Turn-Based Strategy,Crime,Strategy,3D,Turn-Based Combat,Top-Down,Isometric,Alternate History,Tactical,Detective,Turn-Based Tactics,Management,Action,Story Rich,Class-Based,Atmospheric,Cinematic",Company of Crime,https://store.steampowered.com/app/1229420/Company_of_Crime/
41965,Risk of Rain 2,Gearbox Publishing,94.99,0,"Action,Indie",632360.0,85.0,94.99,Hopoo GamesGearbox Publishing,11 Aug 2020,http://steamcommunity.com/app/632360/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Third-Person Shooter,Action Roguelike,Multiplayer,Action,Roguelite,Co-op,Looter Shooter,Roguelike,Loot,Shooter,Online Co-Op,Difficult,Third Person,Survival,Indie,Singleplayer,Soundtrack,Early Access,Great Soundtrack,Bullet Hell",Risk of Rain 2,https://store.steampowered.com/app/632360/Risk_of_Rain_2/
41984,Metamorphosis,All in! Games,67.99,0,"Action,Adventure,Indie",1025410.0,69.0,67.99,Ovid WorksAll in! Games,12 Aug 2020,http://steamcommunity.com/app/1025410/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Adventure,Story Rich,Puzzle,First-Person,Atmospheric,Singleplayer,Dark,Exploration,Walking Simulator,Mystery,Noir,Detective,Philosophical,Short,Indie,3D Platformer,Supernatural,Great Soundtrack,Beautiful,3D",Metamorphosis,https://store.steampowered.com/app/1025410/Metamorphosis/
41990,Popup Dungeon,Humble Games,167.99,0,"Indie,RPG,Strategy",349730.0,73.0,279.99,Triple.B.TitlesHumble Games,12 Aug 2020,http://steamcommunity.com/app/349730/reviews/?browsefilter=mostrecent&p=1,Very Positive,"RPG,Strategy,Indie,Dungeon Crawler,Turn-Based,Roguelike,Tabletop,Turn-Based Tactics,Turn-Based Strategy,Moddable,Tactical RPG,Roguelite,Party-Based RPG,Fantasy,Story Rich,Choices Matter,Sci-fi,Tactical,Character Customization,Replay Value",Popup Dungeon,https://store.steampowered.com/app/349730/Popup_Dungeon/
42000,Parkasaurus,Washbear Studio,195.99,0,"Simulation,Strategy",591460.0,70.0,279.99,Washbear StudioWashbear Studio,13 Aug 2020,http://steamcommunity.com/app/591460/reviews/?browsefilter=mostrecent&p=1,Very Positive,"City Builder,Management,Building,Dinosaurs,Simulation,Sandbox,Comedy,Economy,Cute,Isometric,Funny,Resource Management,Colorful,Singleplayer,Family Friendly,Strategy,Casual,Adventure",Parkasaurus,https://store.steampowered.com/app/591460/Parkasaurus/
42009,Double Kick Heroes,"Headbang Club, Hound Picked Games, WhisperGames, Kakehashi",224.99,0,"Action,Indie",589670.0,73.0,224.99,"Headbang ClubHeadbang Club, Hound Picked Games, WhisperGames, Kakehashi",13 Aug 2020,http://steamcommunity.com/app/589670/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Rhythm,Zombies,Shoot 'Em Up,Shooter,Arcade,2D,Bullet Hell,Action,Dinosaurs,Dark Humor,Multiple Endings,Pixel Graphics,Stylized,Level Editor,Score Attack,Comedy,Retro,Singleplayer,Music,Soundtrack",Double Kick Heroes,https://store.steampowered.com/app/589670/Double_Kick_Heroes/
42013,Kill It With Fire,tinyBuild,44.99,0,"Action,Casual,Indie,Simulation",1179210.0,68.0,179.99,Casey Donnellan Games LLCtinyBuild,13 Aug 2020,http://steamcommunity.com/app/1179210/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Action,Simulation,Comedy,Family Friendly,Destruction,Colorful,Funny,Physics,Horror,Cute,Atmospheric,Casual,Survival Horror,Artificial Intelligence,Co-op,Massively Multiplayer,Party Game,Survival,Sandbox,Shoot 'Em Up",Kill It With Fire,https://store.steampowered.com/app/1179210/Kill_It_With_Fire/
42029,Ever Forward,Pathea Games,13.49,0,"Adventure,Casual,Indie,Strategy",1220370.0,65.0,13.49,Pathea GamesPathea Games,13 Aug 2020,http://steamcommunity.com/app/1220370/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Indie,Adventure,Strategy,Casual,Puzzle,Singleplayer,Female Protagonist,Beautiful,Colorful,Relaxing,Great Soundtrack,Platformer,Walking Simulator,Mystery,3D,Futuristic,Story Rich,Sci-fi,Difficult,Atmospheric",Ever Forward,https://store.steampowered.com/app/1220370/Ever_Forward/
42035,Factorio,Wube Software LTD.,0.0,0,"Casual,Indie,Simulation,Strategy",427520.0,90.0,0.0,Wube Software LTD.Wube Software LTD.,14 Aug 2020,http://steamcommunity.com/app/427520/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Automation,Base Building,Resource Management,Sandbox,Crafting,Strategy,Multiplayer,Survival,Management,Open World,Co-op,Building,2D,Casual,Moddable,Singleplayer,Simulation,Trains,Pixel Graphics,City Builder",Factorio,https://store.steampowered.com/app/427520/Factorio/
42118,Spiritfarer®: Farewell Edition,Thunder Lotus Games,129.98,0,"Adventure,Indie,Simulation",972660.0,84.0,129.98,Thunder Lotus GamesThunder Lotus Games,18 Aug 2020,http://steamcommunity.com/app/972660/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Emotional,Indie,Building,Story Rich,Management,Adventure,Hand-drawn,Female Protagonist,Platformer,Local Co-Op,Exploration,Atmospheric,Relaxing,Co-op,Crafting,Funny,Simulation,Cartoony,Farming Sim,Fishing",Spiritfarer®: Farewell Edition,https://store.steampowered.com/app/972660/Spiritfarer_Farewell_Edition/
42128,Lovingly Evil,Green Man Gaming Publishing,71.99,0,Indie,1247020.0,77.0,159.99,Lizard Hazard GamesGreen Man Gaming Publishing,19 Aug 2020,http://steamcommunity.com/app/1247020/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Romance,Visual Novel,Character Customization,Comedy,Cute,Indie,Casual,Puzzle,LGBTQ+,Colorful,Story Rich,Memes,Dating Sim,Funny,Multiple Endings,Singleplayer,2D,Choices Matter,Anime",Lovingly Evil,https://store.steampowered.com/app/1247020/Lovingly_Evil/
42131,Bonkies,Crunching Koalas,89.99,0,"Casual,Indie",889260.0,76.0,179.99,Studio GauntletCrunching Koalas,29 Jan 2021,http://steamcommunity.com/app/889260/reviews/?browsefilter=mostrecent&p=1,Positive,"Puzzle,Building,Funny,Local Co-Op,Physics,Multiplayer,Difficult,Cartoony,Controller,Singleplayer,Colorful,Cute,Co-op,Sci-fi,Science,4 Player Local,Space,Local Multiplayer,Cartoon,Memes",Bonkies,https://store.steampowered.com/app/889260/Bonkies/
42158,Griefhelm,Thorrnet Publishing,224.99,0,"Action,Casual,Indie,Simulation,Sports",1125330.0,57.0,224.99,Johnny Dale LonackThorrnet Publishing,20 Aug 2020,http://steamcommunity.com/app/1125330/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Local Multiplayer,Medieval,Swordplay,Indie,Action,Multiplayer,Realistic,Fighting,Simulation,4 Player Local,Combat,PvP,Dark,Hack and Slash,2D Fighter,2.5D,Sports,Historical,Beat 'em up,Colorful",Griefhelm,https://store.steampowered.com/app/1125330/Griefhelm/
42172,Ogre Tale,Degica,191.24,0,Action,1124050.0,63.0,224.99,MAGES. Inc.Degica,20 Aug 2020,http://steamcommunity.com/app/1124050/reviews/?browsefilter=mostrecent&p=1,Mixed,"Action,Adventure,Beat 'em up,Action-Adventure,Fighting,Hack and Slash,Side Scroller,Anime,2D,Cartoony,Colorful,Pixel Graphics,Cute,Third Person,Comedy,Demons,Fantasy,Funny,Modern,Old School",Ogre Tale,https://store.steampowered.com/app/1124050/Ogre_Tale/
42188,PGA TOUR 2K21,2K,3953.0,0,"Simulation,Sports",1016120.0,74.0,3953.0,HB Studios Multimedia Ltd.2K,2KFranchise:PGA 2K 20 Aug 2020,http://steamcommunity.com/app/1016120/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Sports,Simulation,Local Multiplayer,Golf,Turn-Based,Character Customization,Singleplayer",PGA TOUR 2K21,https://store.steampowered.com/app/1016120/PGA_TOUR_2K21/
42216,Samurai Jack: Battle Through Time,Adult Swim Games,439.99,0,"Action,Adventure",1150590.0,76.0,439.99,Soleil Ltd.Adult Swim Games,21 Aug 2020,http://steamcommunity.com/app/1150590/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Action,Adventure,Hack and Slash,Character Action Game,Combat,Platformer,Souls-like,Cartoon,Singleplayer,3D Platformer,Spectacle fighter,Third Person",Samurai Jack: Battle Through Time,https://store.steampowered.com/app/1150590/Samurai_Jack_Battle_Through_Time/
42309,The Shattering,Deck13,47.59,0,"Adventure,Indie",596000.0,68.0,47.59,Super Sexy SoftwareDeck13,13Franchise:Deck13 Spotlight Focus Home Interactive 21 Apr 2020,http://steamcommunity.com/app/596000/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Adventure,Indie,Thriller,Story Rich,Horror,Atmospheric,Psychological,First-Person,Psychological Horror,Walking Simulator",The Shattering,https://store.steampowered.com/app/596000/The_Shattering/
42340,Yupitergrad 🚀(Virtual Reality Adventure),Unknown,13.49,0,Unknown,1352020.0,68.0,13.49,Unknown,unknown,http://steamcommunity.com/app/1352020/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Action,VR,Parkour,Replay Value,Adventure,First-Person,Indie,Platformer,Shooter,Simulation,FPS,Casual,Singleplayer,Atmospheric,Arcade,Sci-fi,Exploration,3D Platformer,Alternate History,Cold War",Yupitergrad 🚀(Virtual Reality Adventure),https://store.steampowered.com/app/1352020/Yupitergrad_Virtual_Reality_Adventure/
42360,VirtuaVerse,Blood Music,0.0,0,"Adventure,Indie",1019310.0,75.0,0.0,Theta DivisionBlood Music,12 May 2020,http://steamcommunity.com/app/1019310/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Cyberpunk,Point & Click,Dystopian,Old School,1990's,Pixel Graphics,2D,Third Person,Atmospheric,Story Rich,Singleplayer,Retro,Indie,Sci-fi,Puzzle,Futuristic,Thriller,Mystery,Transhumanism,Adventure",VirtuaVerse,https://store.steampowered.com/app/1019310/VirtuaVerse/
42362,Struggling,Frontier Foundry,77.99,0,"Action,Adventure,Casual,Indie",1035560.0,65.0,77.99,Chasing Rats GamesFrontier Foundry,27 Aug 2020,http://steamcommunity.com/app/1035560/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Indie,Funny,Co-op,Physics,Adventure,Psychological Horror,Local Co-Op,Local Multiplayer,Multiplayer,Co-op Campaign,Cartoony,Colorful,Dark Comedy,Action-Adventure,Platformer,Cartoon,2D Platformer,2D,Action,Casual",Struggling,https://store.steampowered.com/app/1035560/Struggling/
42374,Wasteland 3,inXile Entertainment,353.97,0,"RPG,Strategy",719040.0,85.0,353.97,inXile EntertainmentinXile Entertainment,27 Aug 2020,http://steamcommunity.com/app/719040/reviews/?browsefilter=mostrecent&p=1,Very Positive,"RPG,Strategy,Turn-Based Combat,Post-apocalyptic,Co-op,CRPG,Isometric,Violent,Character Customization,Turn-Based Tactics,Turn-Based,Gore,Singleplayer,Party-Based RPG,Story Rich,Sexual Content,Choices Matter,Tactical,Open World,Great Soundtrack",Wasteland 3,https://store.steampowered.com/app/719040/Wasteland_3/
42478,Iron Harvest,Prime Matter,282.78,0,Strategy,826630.0,75.0,282.78,KING ArtPrime Matter,1 Sep 2020,http://steamcommunity.com/app/826630/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"RTS,Strategy,Base Building,Mechs,Alternate History,War,World War I,Multiplayer,Steampunk,Co-op,Action,Online Co-Op,PvP,Singleplayer,Real-Time,Sci-fi,Competitive,Grand Strategy,Gore,Casual",Iron Harvest,https://store.steampowered.com/app/826630/Iron_Harvest/
42624,Paradise Killer,"Fellow Traveller, Leoful",146.23,0,"Adventure,Indie,RPG",1160220.0,81.0,146.23,"Kaizen Game WorksFellow Traveller, Leoful",4 Sep 2020,http://steamcommunity.com/app/1160220/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Story Rich,Investigation,Open World,Female Protagonist,Exploration,Detective,First-Person,Point & Click,Surreal,Choices Matter,RPG,Stylized,Multiple Endings,Crime,Atmospheric,Mystery,Psychedelic,Adventure,Singleplayer,Beautiful",Paradise Killer,https://store.steampowered.com/app/1160220/Paradise_Killer/
42682,Fury Unleashed,Awesome Games Studio,23.79,0,"Action,Adventure,Indie,RPG",465200.0,79.0,23.79,Awesome Games StudioAwesome Games Studio,8 May 2020,http://steamcommunity.com/app/465200/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Replay Value,Roguelike,Fast-Paced,Difficult,Old School,Online Co-Op,Platformer,Shooter,2D Platformer,Perma Death,Local Multiplayer,2D,Roguelite,Side Scroller,Co-op,RPG,Combat,Multiplayer,Local Co-Op,Action",Fury Unleashed,https://store.steampowered.com/app/465200/Fury_Unleashed/
42720,WRC 8 FIA World Rally Championship,Nacon,227.46,0,"Racing,Simulation,Sports",1004750.0,77.0,227.46,KT RacingNacon,8 Sep 2020,http://steamcommunity.com/app/1004750/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Singleplayer,Score Attack,Racing,Sports,Driving,Automobile Sim,Physics,Time Management,Management,PvP,Competitive,eSports,3D,First-Person,Colorful,Open World,Third Person,Simulation,Realistic,Offroad",WRC 8 FIA World Rally Championship,https://store.steampowered.com/app/1004750/WRC_8_FIA_World_Rally_Championship/
42722,Star Renegades,Raw Fury,53.98,0,"Action,Indie,RPG,Simulation,Strategy",651670.0,77.0,53.98,"Massive Damage, Inc.Raw Fury",8 Sep 2020,http://steamcommunity.com/app/651670/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Roguelike,Pixel Graphics,Singleplayer,Turn-Based,JRPG,Roguelite,Tactical RPG,Mechs,RPG,Strategy RPG,Indie,Conversation,2.5D,Turn-Based Combat,Procedural Generation,Sci-fi,Futuristic,Strategy,Retro,Tactical",Star Renegades,https://store.steampowered.com/app/651670/Star_Renegades/
42753,Shing!,"Mass Creation, NA Publishing Inc., WhisperGames",224.99,0,"Action,Adventure,Indie",1103730.0,52.0,224.99,"Mass CreationMass Creation, NA Publishing Inc., WhisperGames",28 Aug 2020,http://steamcommunity.com/app/1103730/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Action Roguelike,Beat 'em up,Side Scroller,Spectacle fighter,Hack and Slash,2D Fighter,Character Action Game,Fighting,PvE,Arcade,2.5D,Swordplay,Cartoony,Action,Colorful,Anime,Demons,Fantasy,Ninja,Score Attack",Shing!,https://store.steampowered.com/app/1103730/Shing/
42789,As Far As The Eye,"Goblinz Publishing, Maple Whispering Limited",146.98,0,"Indie,Simulation,Strategy",1119700.0,70.0,146.98,"UnexpectedGoblinz Publishing, Maple Whispering Limited",10 Sep 2020,http://steamcommunity.com/app/1119700/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Strategy,Building,Colony Sim,City Builder,Tabletop,Sandbox,Turn-Based Strategy,Singleplayer,Survival,3D,Hex Grid,Roguelike,Management,Resource Management,Fantasy,Difficult,Economy,4X,Family Friendly,Board Game",As Far As The Eye,https://store.steampowered.com/app/1119700/As_Far_As_The_Eye/
42807,Wildfire,Humble Games,0.0,0,Indie,431940.0,79.0,0.0,Sneaky BastardsHumble Games,25 May 2020,http://steamcommunity.com/app/431940/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Stealth,Puzzle Platformer,Immersive Sim,Supernatural,Action,Pixel Graphics,Magic,Atmospheric,Fantasy,Controller,Platformer,Replay Value,Indie,Side Scroller,2D,Co-op,Great Soundtrack,Singleplayer,Puzzle,Medieval",Wildfire,https://store.steampowered.com/app/431940/Wildfire/
42895,Vaporum: Lockdown,"Fatbot Games, s. r. o.",104.99,0,"Action,Adventure,Indie,RPG",1161880.0,68.0,209.99,"Fatbot Games, s. r. o.Fatbot Games, s. r. o.",15 Sep 2020,http://steamcommunity.com/app/1161880/reviews/?browsefilter=mostrecent&p=1,Very Positive,"RPG,Action,Indie,Adventure,Dungeon Crawler,Grid-Based Movement,Steampunk,Old School,Tactical RPG,Puzzle,Atmospheric,Retro,Dark,Real-Time,First-Person,Dark Fantasy,CRPG,Replay Value,Character Customization,Tactical",Vaporum: Lockdown,https://store.steampowered.com/app/1161880/Vaporum_Lockdown/
